CID	Dataset	CHD	HD	HL	CHL	CDL	DL	S+ZS	S+HD	S+CHD	S+CHL	SMILES
3086398	goodscents	The scent is a warm, herbal blend with clary and woody notes.	warm herbal clary woody. Luebke	clary sage; herbal; warm; woody	Earthy, herbal scent with warm, woody undertones, reminiscent of clary and sage.	Sweet, floral scent with earthy and green notes, reminiscent of a blooming garden.	flower; fungal; green_beans; honey; rose; woody	The odorant has a sweet, fruity aroma, reminiscent of citrus and flowers.	floral fruity woody sweet	The scent is woody, earthy, and herbal, with notes of moss and forest floor.	The scent is a sweet floral and fruity aroma with woody undertones.	CC1C(CCC1(C)OC(=O)C)C(=C)C
3086443	goodscents	The scent is reminiscent of a fresh green privet stem, as noted by Luebke.	fresh green privet stem. Luebke	animal; cortex; earthy; fresh; green; melon rind; nasturtium; phenolic; privet	Earthy, green scent with animal and floral notes, reminiscent of fresh melon rind and privet.	Sweet, floral scent with fruity and spicy undertones, earthy and woody notes.	banana; clover; flower; fungal; spicy; sweet; woody	The scent is sweet and slightly spicy, reminiscent of vanilla and musk.	sweet floral anise licorice	Sweet and floral, with notes of vanilla, cream, and powdery musk.	The scent is a sweet, slightly spicy, and floral vanilla-like aroma.	CC1=CC=C(C=C1)OCCOC
3094320	goodscents	The scent is a rich and sensual musk.	musk	musk	The scent is rich, sensual, and animalic, evoking a warm, earthy aroma.	Sweet, fruity apple scent with musky and powdery undertones, reminiscent of mallow.	apple; mallow; musky; powdery; sweet	Musky, sweet, and slightly acidic, with a waxy undertone.	mild sweet creamy musky	The scent is earthy and waxy, with musky and slightly sweet undertones.	The scent is a musky, sweet, and animalic fragrance note.	C1CCCCCC(=O)OCCCC(=O)CCCC1
3102943	arctander	The scent is a very faint floral-rosy odor.	Very faint floral-rosy odor.	floral; rose	The scent is a sweet, floral aroma reminiscent of fresh rose petals.	The scent is a floral and fruity rose aroma with herbaceous undertones.	floral; fruity; herbaceous; odorless; rose	Pungent, earthy, and slightly sweet, reminiscent of herbs and spices.	Soft, fresh-piney odor with floral and fruity undertones, reminescent of Lavender.	The scent is complex, earthy, and herbal with woody undertones and notes of forest floor.	The scent is a musky, sweet, and faintly animalic amber-like odor.	CC(CCC=C(C)C)CCOC(=O)C(=O)OCCC(C)CCC=C(C)C
3250790	leffingwell	The scent is creamy and peach-like, resulting from microbial production.	Creamy. peach; Precursor of delta-dodecalactone by microorganisms.	creamy; peach	The scent is sweet and creamy, reminiscent of ripe peaches.	The scent is a complex mix of fatty and fruity notes with waxy undertones and a hint of green.	fatty; fruity; green; odorless; waxy	The odorant has a pungent, acidic smell, reminiscent of vinegar and fatty acids.	Fatty, waxy, creamy, sweet odor and taste	The scent is waxy, earthy, and slightly sweet, with a fatty undertone.	The scent features waxy, fatty, and slightly sweet animalic notes.	CCCCCCCC(=O)CCCC(=O)O
3321360	goodscents	The scent is reminiscent of burnt coffee and caramelized sugar.	coffee burnt sugar	burnt sugar; coffee	Burnt coffee aroma with sweet sugary undertones.	Rich, sweet scent with nutty and tobacco undertones, hints of molasses and maple.	alcoholic; caraway; cucumber; maple; molasses; nutty; sugar; sweet; tobacco	Camphor's pungent, earthy aroma is released by this compound.	camphoraceous sweet minty herbal	The scent is warm, earthy, and slightly sweet, reminiscent of leather and wood.	The scent is a sweet, dusty, and slightly spicy musky aroma.	CC1CCCC(=O)C1=O
3321360	leffingwell	The scent is burnt caramel with hints of coffee and phenolic notes.	Burnt caramel-like odor & taste; somewaht coffee-phenolic	burnt; caramellic; coffee; phenolic	Burnt caramel and coffee notes mingle with a sharp, phenolic undertone.	Buttery and sweet with hints of caramel, fruit, and hay, resembling fresh coumarin.	buttery; caramellic; coumarinic; fruity; hay; sweet	Cyclopentanone's scent is sweet, fruity, and slightly nutty.	Mild, sweet, fruity, slightly herbaceous odor; cherry-like taste	The scent is earthy, smoky, and slightly sweet, with notes of leather and tobacco.	The scent is earthy, nutty, and slightly sweet with herbal undertones.	CC1CCCC(=O)C1=O
3354132	goodscents	The scent is a sweet and fruity blend of strawberry and tropical berry with hints of caramel and cotton candy.	sweet strawberry fruity tropical berry cotton candy. Luebke; Sweet, fruit and slight burnt, caramelized sugar jamy notes with cotton candy afternote. Mosciano; A sweet strawberry. Does especially well in 'Otto of rose' compositions.; aromatic-fruity, caramellic, slightly burnt-roasted	berry; burnt; caramellic; cotton candy; dried fruit; fruity; jammy; strawberry; sugar; sweet; tropical	Sweet, fruity aroma with notes of burnt caramel and strawberry.	Sweet vanilla and caraway notes with subtle phenolic and plastic undertones.	caraway; cucumber; odorless; phenolic; plastic; sweet; vanilla	Pungent, sweet, and fruity, reminiscent of camphor and nail polish.	herbal minty sweet fruity lactonic	The aroma is sweet, fruity, and floral with hints of vanilla and musk.	The scent is a sweet, fruity, and slightly spicy aroma with herbal notes.	CC1=C(C(=O)C=CO1)OC(=O)C(C)C
3354132	leffingwell	The scent is sweet and strawberry-like with caramellic notes.	Sweet, caramellic, sugary, strawberry-like odor and taste	caramellic; strawberry; sweet	The scent is sweet and fruity, with notes of caramel and strawberry.	The scent is sweet and aromatic with fruity and vanilla notes.	aromatic; fruity; odorless; sweet; vanilla	The odorant has a sweet, fruity, and slightly acidic scent.	Fruity-pineapple, peach-apricot, sweet floral odor	The scent is sweet and creamy, with notes of vanilla and caramel.	The scent features sweet, fruity, and slightly herbal notes.	CC1=C(C(=O)C=CO1)OC(=O)C(C)C
3423265	goodscents	The scent is almost odorless, with little to no discernible fragrance.	almost odorless	odorless	It has no scent, a completely neutral and empty aroma.	Earthy scent with hints of foliage and mild fungal notes.	foliage; fungal; mild	Sulfur and salt notes dominate the pungent smell of sodium lauryl sulfate.	laundry musk animalic sweet	The scent is a strong, pungent soap-like aroma with salty, sulfurous notes.	The scent is neutral, with a mild clean and soapy odor profile.	CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]
3458885	goodscents	The scent is reminiscent of freshly popped popcorn, warm and slightly sweet.	popcorn	nutty; popcorn	The aroma is warm and inviting, reminiscent of freshly popped popcorn with a nutty undertone.	Pungent aroma of rotten meat with a strong sulfurous undertone.	meat; sulfurous	The smell is pungent and sulfurous, reminiscent of garlic and onion.	garlic onion sulfur pungent	The smell is pungent and sulfurous, similar to garlic and onion.	The scent is a strong, pungent, garlic-like aroma with sulfurous notes.	C1CSCN1CCS
3486665	goodscents	The scent is a sweet and smoky vanilla with castoreum undertones.	sweet smoky vanilla castoreum	castoreum; smoky; sweet; vanilla	Rich, sweet vanilla and smoky notes blend with castoreum's warmth, creating a deep, velvety scent.	The scent is a sweet, floral aroma with earthy fungal undertones.	flower; fungal; sweet	The odorant has a sweet, floral scent, reminiscent of vanilla.	floral spicy sweet phenolic	The aroma is sweet, floral, and slightly spicy, reminiscent of rose and orange blossoms.	The scent is a sweet and spicy floral phenol aroma.	CCOCC1=CC=CC=C1O
3486665	leffingwell	The scent is sweet, smoky, and animalic with vanilla and phenolic notes.	Sweet vanilla, smoky, phenolic, animalic	animal; phenolic; smoky; sweet; vanilla	Smoky, sweet vanilla with animal and phenolic undertones.	The scent is a sweet, floral blend with fruity and herbal notes.	floral; fruity; herbal; phenolic; sweet	The odorant smells like sweet, floral vanilla.	Sweet, floral, herbal, and slightly spicy phenolic	The scent is a sweet, floral blend with notes of rose, vanilla, and a hint of spice.	The scent features powdery, floral, and slightly sweet phenolic notes.	CCOCC1=CC=CC=C1O
3578033	goodscents	The scent is green, vegetable, and fruity with fatty nuances and floral hints.	green vegetable fruity fatty watermelon cucumber cyclamen floral; Green, vegetable, fruity with fatty nuances. Mosciano	cucumber; cyclamen; fatty; floral; fruity; green; vegetable; watermelon	Fresh, floral scent with green, fruity, and vegetal notes, reminiscent of cucumber and watermelon.	Earthy, sweet scent with spicy and woody notes, reminiscent of caraway and fungi.	caraway; fungal; spicy; sweet; woody	The smell is sweet, fruity, and slightly floral, similar to jasmine or orange blossoms.	spicy sweet lactonic fruity woody	The scent is sweet and spicy, with fruity and floral undertones.	The scent features sweet, floral, and slightly spicy notes of vanilla.	CC1=CC=C(O1)C(C)CC=O
3578033	leffingwell	The scent is a green, fruity blend with vegetable and fatty undertones.	Green-watermelon-cucumber, vegetable, fruity with fatty nuances	cucumber; fatty; fruity; green; vegetable	Fresh cucumber and green vegetable notes blend with fruity and fatty undertones.	The scent is sweet and inviting, with caramel and fruity notes.	caramellic; fruity; sweet	Camphor-like, pungent, and earthy scent.	Woody, earthy, tobacco-like and leather-like odor notes	The scent is sweet, woody, and slightly spicy, with notes of vanilla and caramel.	The scent features herbaceous, minty, and camphoraceous notes with woody undertones.	CC1=CC=C(O1)C(C)CC=O
3587332	arctander	The scent is a harsh, green-fruity floral odor resembling Gardenia and Jasmin.	Green-fruity, somewhat harsh-floral or slightly sharp-floral odor with a vague resemblance to Gardenia and Jasmin.	floral; fruity; green; jasmin	The scent is a sweet, floral blend with fruity and green notes, dominated by jasmin.	The scent is a complex blend of floral, fruity, and herbal notes with spicy and woody undertones.	floral; fruity; green; herbaceous; spicy; woody	The odorant has a sweet, floral scent reminiscent of lilac.	Sweet, floral, green, and slightly herbal odor, similar to Lilial or Hydroxycitronellal.	The scent is a sweet, floral blend with creamy and powdery notes.	The scent is a mild, woody, and slightly sweet phenolic aroma.	CCCCCCOCC1=CC=CC=C1
3591866	goodscents	Mosciano smells sweet and soapy with fruity undertones.	sweet soapy musk amber fruity berry; Sweet, soapy, perfume-like with a heavy fruity undertone. Mosciano	amber; berry; fruity; musk; soapy; sweet	Sweet, fruity aroma with amber and musky undertones, hinting at berries and a subtle soapy freshness.	Sweet, floral scent with fruity and earthy undertones, finished with musky powder.	apple; flower; fungal; mallow; musky; powdery; sweet	The odorant has a sweet, fruity, and slightly musky scent.	warm spicy musky amber	The scent is musky, sweet, and creamy, with rich animalic undertones.	The scent is a sweet, waxy, and slightly musky amber fragrance.	C1CCCCC=CCCCCC(=O)OCCCC1
3591866	leffingwell	The scent is rich and strong with a musk-like quality and subtle berry notes.	Rich strong musk-like, some slight berry notes	berry; musk	Sweet berry aroma blended with sensual musk.	Rich, sweet scent with floral and fruity notes, undertones of fatty oil and musk.	fatty; floral; fruity; musk; oily	The odorant has a pungent, earthy, and slightly sweet scent, reminiscent of damp soil and moss.	Waxy, soapy, slightly rancid; earthy, green, herbal notes	The scent is earthy and woody, with mossy, humus notes and a hint of decay.	The scent is earthy, mossy, and woody with mild herbal notes.	C1CCCCC=CCCCCC(=O)OCCCC1
3656473	arctander	The pure ester has a very faint, nearly undetectable odor.	The pure ester has very little odor, but could be used as a fixative.	very	The smell is intensely pungent and overwhelming, filling the air.	The scent is a floral, fruity blend with herbaceous and woody undertones.	floral; fruity; herbaceous; woody	Musky and sweet, with notes of vanilla and amber, this scent is rich and seductive.	Warm, sweet, slightly spicy, and woody Sandalwood-like odor with a hint of Amber and excellent tenacity.	The scent is warm, spicy, and slightly sweet, with amber and vanilla notes.	The scent is a warm, rich, and spicy amber-like odor with sweet notes.	CC1(C2CCC1(C(C2)OC(=O)CC3=CC=CC=C3)C)C
3656473	goodscents	The scent is reminiscent of cypress oil, earthy and fresh.	cypress oil	balsamic; cypress	The scent is earthy and woody, with balsamic depth and cypress freshness.	Sweet, earthy scent with notes of banana, honey, and floral hints on a woody, fungal base.	banana; flower; fungal; honey; woody	Musky, woody, and slightly sweet, evoking amber and sandalwood notes.	floral sweet powdery vanilla	The scent is sweet, powdery, and floral, with notes of vanilla and musk.	The scent is a sweet and powdery floral fragrance with notes of iris and violet.	CC1(C2CCC1(C(C2)OC(=O)CC3=CC=CC=C3)C)C
3662099	goodscents	The scent is a fresh and fruity green bilberry aroma.	green fruity fresh bilberry	blueberry; fresh; fruity; green	Sweet blueberry aroma with fresh, fruity, and green notes.	Citrusy and floral with earthy, green, and woody undertones.	citrus_aurantium; flower; fungal; green_beans; woody	Butyric acid's pungent, sour smell is represented by this SMILE string.	mildly sweet creamy musky sandalwood	Musky and animalic, with sweet, woody, and slightly spicy undertones.	The scent is a sweet musky animalic aroma with amber notes.	CCC(=O)OCCCC1CCCCC1
3734338	goodscents	The aroma is sulfurous with roasted, meaty, and smoky notes.	sulfurous roasted meaty smoky	meaty; roasted; smoky; sulfurous	Pungent aroma of roasted meat with smoky and sulfurous undertones.	Pungent, savory, and chemical, with sweet and sour notes.	bell_pepper; buttermilk; gasoline; meat; rubbery; sulfurous	Thiophene's smell is pungent, sulfurous, and unpleasantly chemical-like.	sulfurous garlic rubbery onion	The scent is pungent and sulfurous, like garlic and onion combined.	The scent is a pungent, sulfurous, and slightly sweet garlic-like aroma.	CCC1=CC=CC=C1S
